AHT00001	21010	42	0	1	0	0	1
AHT00001	52009	18	0	1	0	0	1
AHT00001	99995	138	0	1	0	0	1
AHT00002	21010	48	0	1	0	0	1
AHT00002	52009	20	0	1	0	0	1
AHT00002	99995	140	0	1	0	0	1
AHT00003	21010	18	0	1	0	0	1
AHT00003	52009	22	0	1	0	0	1
AHT00003	99995	142	0	1	0	0	1
AHT00004	21010	24	0	1	0	0	1
AHT00004	52009	24	0	1	0	0	1
AHT00004	99995	144	0	1	0	0	1
AHT00005	21010	90	0	1	0	0	1
AHT00005	52009	26	0	1	0	0	1
AHT00005	99995	146	0	1	0	0	1
AHT00006	21010	96	0	1	0	0	1
AHT00006	52009	28	0	1	0	0	1
AHT00006	99995	148	0	1	0	0	1
AHT00007	21010	102	0	1	0	0	1
AHT00007	52009	30	0	1	0	0	1
AHT00007	99995	150	0	1	0	0	1
AHT00008	21010	108	0	1	0	0	1
AHT00008	52009	32	0	1	0	0	1
AHT00008	99995	152	0	1	0	0	1
AHT00009	21010	78	0	1	0	0	1
AHT00009	52009	34	0	1	0	0	1
AHT00009	99995	154	0	1	0	0	1
AHT00010	21010	84	0	1	0	0	1
AHT00010	52009	36	0	1	0	0	1
AHT00010	99995	156	0	1	0	0	1
AHT00011	21010	54	0	1	0	0	1
AHT00011	52009	38	0	1	0	0	1
AHT00011	99995	158	0	1	0	0	1
AHT00012	21010	60	0	1	0	0	1
AHT00012	52009	40	0	1	0	0	1
AHT00012	99995	160	0	1	0	0	1
AHT00013	21010	30	0	1	0	0	1
AHT00013	52009	42	0	1	0	0	1
AHT00013	99995	162	0	1	0	0	1
AHT00014	21010	36	0	1	0	0	1
AHT00014	52009	44	0	1	0	0	1
AHT00014	99995	164	0	1	0	0	1
AHT00015	21010	66	0	1	0	0	1
AHT00015	52009	46	0	1	0	0	1
AHT00015	99995	166	0	1	0	0	1
AHT00016	21010	72	0	1	0	0	1
AHT00016	52009	48	0	1	0	0	1
AHT00016	99995	168	0	1	0	0	1
AHT00020	21012	18	0	1	0	0	1
AHT00020	21043	18	0	1	0	0	1
AHT00020	21055	106	0	1	0	0	1
AHT00020	22001	23	0	1	0	0	1
AHT00020	22002	23	0	1	0	0	1
AHT00020	22018	23	0	1	0	0	1
AHT00020	51984	18	0	1	0	0	1
AHT00020	51985	18	0	1	0	0	1
AHT00020	52019	18	0	1	0	0	1
AHT00020	52020	38	0	1	0	0	1
