1210	4032	160.85
1210	4095	167.98
1210	960	-158.27
1214	1072	50
1214	1223	45
1214	1392	40
1214	1579	35
1214	1783	30
1214	2003	25
1214	2235	20
1214	2475	15
1214	2720	10
1214	2961	5
1214	3195	0
1214	3415	-5
1214	3618	-10
1214	378	90
1214	3799	-15
1214	3958	-20
1214	4094	-25
1214	553	75
1214	719	65
1214	939	55
1217	0	-0.39434
1217	255	58.36276
1218	0	-0.3381
1218	255	58.317
1219	0	-0.32134
1219	255	58.25216
1220	0	-0.33462
1220	255	58.31538
1221	0	-0.38344
1221	255	58.36601
1222	0	-0.34058
1222	255	58.30177
1223	0	-0.91577
1223	255	43.47463
1224	0	-2
1224	255	-2
1225	0	-1.11406
1225	255	167.64239
1226	0	-1.10891
1226	255	167.63734
1227	0	-1.00736
1227	255	166.10434
1228	0	-1.1177
1228	255	167.60815
1229	0	-1.11114
1229	255	167.65551
1230	0	-1.02688
1230	255	166.67132
1239	0	-0.32814
1239	255	58.28361
1240	0	-0.33837
1240	255	58.32183
1241	0	-0.32384
1241	255	58.32616
1242	0	-0.34223
1242	255	58.31287
1243	0	-0.31152
1243	255	58.25433
1244	0	-0.33821
1244	255	58.31944
1245	0	-0.73769
1245	255	43.82356
1246	0	-2
1246	255	-2
1247	0	-1.11925
1247	255	167.6066
1248	0	-1.08493
1248	255	167.68172
1249	0	-1.12679
1249	255	167.64496
1250	0	-1.02863
1250	255	166.70527
1251	0	-1.05892
1251	255	168.01883
1252	0	-1.07699
1252	255	167.67946
1253	0	-0.04749
1253	255	2.91816
1254	0	-0.03211
1254	255	1.42904
1255	0	-0.02889
1255	255	1.45266
1256	0	-0.03277
1256	255	2.91248
1257	0	-0.1224
1257	255	7.3236
1258	0	-0.06344
1258	255	3.24646
1259	0	-0.14451
1259	255	22.91259
1261	0	-0.16263
1261	255	10.91202
1262	0	-0.12349
1262	255	11.77481
1263	0	-0.16279
1263	255	11.92421
1264	0	-0.11812
1264	255	7.36358
1265	0	-0.06951
1265	255	4.43124
1266	0	-0.04981
1266	255	2.94389
1267	0	-0.03551
1267	255	2.94034
1268	0	-0.03678
1268	255	1.46007
1269	0	-0.03635
1269	255	1.45285
1270	0	-0.02768
1270	255	1.45642
1271	0	-0.12388
1271	255	7.39352
1272	0	-0.03101
1272	255	1.45054
1273	0	-0.12759
1273	255	10.43196
1274	0	-0.09034
1274	255	9.73736
1275	0	-0.13717
1275	255	31.09778
1276	0	-0.18844
1276	255	13.52546
1277	0	-0.1487
1277	255	11.09425
1278	0	-0.15227
1278	255	11.06773
1279	0	-0.18094
1279	255	12.94646
1280	0	-0.16243
1280	255	10.31552
1281	0	-0.0601
1281	255	3.6119
1282	0	-0.04894
1282	255	3.64856
1283	0	-0.09284
1283	255	7.35316
1284	0	-0.08541
1284	255	7.36824
1285	0	-0.09802
1285	255	7.34798
1286	0	-0.0552
1286	255	3.5913
1287	0	-0.07116
1287	255	3.56004
1288	0	-0.04774
1288	255	3.58856
1289	0	-0.07186
1289	255	3.57974
1290	0	-0.06143
1290	255	3.58762
1291	0	-0.06294
1291	255	3.79011
1292	0	-0.05153
1292	255	3.79897
1293	0	-0.04342
1293	255	3.79433
1295	0	-0.15165
1295	255	11.8002
1296	0	-0.15241
1296	255	11.79944
1297	0	-0.04853
1297	255	4.46242
1298	0	-0.04006
1298	255	1.43894
1299	0	-0.03617
1299	255	1.45048
1300	0	-0.03494
1300	255	1.44406
1301	0	-0.04039
1301	255	1.43861
1302	0	-0.1198
1302	255	10.9472
1303	0	-0.0423
1303	255	5.4657
1307	0	-0.16997
1307	255	11.72578
1308	0	-0.11489
1308	255	11.78086
1310	0	-0.03645
1310	255	1.4502
1311	0	-0.03026
1311	255	1.45639
1312	0	-0.04791
1312	255	1.43619
1313	0	-0.05088
1313	255	2.91477
1314	0	-0.0844
1314	255	11.0591
1315	0	-0.1078
1315	255	5.4767
1318	0	-0.11409
1318	255	11.78166
1319	0	-0.15325
1319	255	11.7986
1320	0	-0.04708
1320	255	4.43837
1321	0	-0.04488
1321	255	1.44432
1322	0	-0.04292
1322	255	1.44628
1323	0	-0.03615
1323	255	1.45305
1325	0	-0.1399
1325	255	11.0036
1326	0	-0.1092
1326	255	5.4243
1330	0	-0.15248
1330	255	11.79937
1331	0	-0.15429
1331	255	11.80011
1333	0	-0.03478
1333	255	1.45697
1334	0	-0.03159
1334	255	1.45761
1336	0	-0.04902
1336	255	2.92938
1337	0	-0.1333
1337	255	11.0102
1338	0	-0.0846
1338	255	5.4744
1341	0	-0.04194
1341	255	2.92626
1342	0	-0.02845
1342	255	1.44035
1343	0	-0.03634
1343	255	1.45031
1344	0	-0.0465
1344	255	2.9268
1345	0	-0.12978
1345	255	7.31877
1346	0	-0.04641
1346	255	3.26859
1347	0	-0.13761
1347	255	22.83789
1348	0	-0.12337
1348	255	10.52543
1349	0	-0.16923
1349	255	11.72652
1350	0	-0.15397
1350	255	11.92028
1351	0	-0.11471
1351	255	7.33384
1352	0	-0.06545
1352	255	4.4455
1353	0	-0.04444
1353	255	2.94671
1354	0	-0.03758
1354	255	2.94082
1355	0	-0.02715
1355	255	1.46205
1356	0	-0.02608
1356	255	1.45802
1358	0	-0.11809
1358	255	7.39931
1359	0	-0.03386
1359	255	1.45534
1360	0	-0.11934
1360	255	10.39941
1361	0	-0.13717
1361	255	10.09598
1362	0	-0.18966
1362	255	31.04529
1363	0	-0.15336
1363	255	13.54014
1364	0	-0.12508
1364	255	11.10767
1365	0	-0.13081
1365	255	11.08919
1366	0	-0.18727
1366	255	12.96053
1367	0	-0.14601
1367	255	10.33449
1368	0	-0.06221
1368	255	3.63274
1369	0	-0.06053
1369	255	3.61147
1370	0	-0.09533
1370	255	7.42462
1371	0	-0.09883
1371	255	7.38287
1372	0	-0.09469
1372	255	7.35386
1373	0	-0.04803
1373	255	3.60357
1374	0	-0.0735
1374	255	3.58065
1375	0	-0.04816
1375	255	3.60344
1376	0	-0.06232
1376	255	3.57908
1377	0	-0.0602
1377	255	3.6118
1378	0	-0.06477
1378	255	3.79593
1379	0	-0.06425
1379	255	3.78625
1380	0	-0.06621
1380	255	3.77919
1382	0	-0.13838
1382	255	17.50507
1383	0	-0.04815
1383	255	6.0897
1384	0	-0.13839
1384	255	17.50506
1385	0	-0.04815
1385	255	6.09225
4001	0	0
4001	2147483647	256000
4001	-2147483648	-256000
7001	0	589.4
7001	10	280.5
7001	100	143.3
7001	1100	46
7001	170	119.7
7001	1900	21.3
7001	2400	7.1
7001	25	217.2
7001	280	99.2
7001	2880	-8.9
7001	3220	-26.2
7001	3395	-43.8
7001	3468	-62
7001	3493	-82
7001	3499	-103.7
7001	400	85.2
7001	5	339.7
7001	50	177.6
7001	570	71.6
7001	800	58.6
7002	2047	7183.9465
7002	-2048	-7187.456
7004	0	0
7004	4095	14371.402
7004	65535	14371.402
7005	0	0
7005	1	3.5095
7005	65535	229995.0825
7006	0	0
7006	1	77.14
7006	4095	315888.3
7007	0	0
7007	1	0.755556
7007	4095	3094.00182
7008	0	0
7008	1	1.436
7008	4095	5880.42
7009	0	0
7009	1	0.718
7009	4095	2940.21
7010	0	0
7010	8191	4161.8471
7030	1303	260.0
7030	135	-196.0
7030	2054	600.0
7030	2636	900.0
7030	662	0.0
7030	915	100.0
7031	1296	260.0
7031	135	-196.0
7031	2043	600.0
7031	2624	900.0
7031	659	0.0
7031	910	100.0
7032	1291	260.0
7032	138	-196.0
7032	2038	600.0
7032	2626	900.0
7032	659	0.0
7032	908	100.0
7033	1292	260.0
7033	138	-196.0
7033	2033	600.0
7033	2607	900.0
7033	658	0.0
7033	909	100.0
7034	1310	260.0
7034	137	-196.0
7034	2061	600.0
7034	2641	900.0
7034	666	0.0
7034	921	100.0
7035	1304	260.0
7035	136	-196.0
7035	2033	600.0
7035	2580	900.0
7035	665	0.0
7035	919	100.0
7036	1312	260.0
7036	141	-196.0
7036	2063	600.0
7036	2645	900.0
7036	670	0.0
7036	924	100.0
7037	1307	260.0
7037	140	-196.0
7037	2058	600.0
7037	2642	900.0
7037	666	0.0
7037	920	100.0
7038	1303	260.0
7038	138	-196.0
7038	2049	600.0
7038	2625	900.0
7038	664	0.0
7038	917	100.0
7039	1297	260.0
7039	137	-196.0
7039	2046	600.0
7039	2632	900.0
7039	662	0.0
7039	913	100.0
8001	32767	511.984375
8001	-32768	-512
8002	32767	8191.75
8002	-32768	-8192
8003	32767	32767
8003	-32768	-32768
8004	32767	3.999877929
8004	-32768	-4
8005	32767	3.999877929
8005	-32768	-4
8007	0	-1.732
8007	4095	48.441
8008	0	0
8008	65535	1023.984375
8009	0	0
8009	255	1
8010	32767	50.99908447
8010	-32768	-9
8011	0	-1.732
8011	4095	48.441
8015	0	0
8015	2047	20.25677
8016	0	0
8016	511	5.0567708
8017	0	0
8017	65535	10.9225
8018	0	42.2808
8018	1000	29.07542268
8018	1170	27.05337294
8018	1295	25.59272665
8018	150	40.10576921
8018	1550	22.66855625
8018	1850	19.29814912
8018	2670	10.20667492
8018	2950	7.052139828
8018	3200	4.171887319
8018	3400	1.805505827
8018	3530	0.229313121
8018	3630	-1.007414867
8018	3900	-4.475408392
8018	400	36.66072179
8018	4095	-7.1264
8018	500	35.33673524
8018	660	33.27327551
8018	770	31.8896461
8018	910	30.16493645
8019	0	29.6052
8019	1060	23.39421213
8019	1400	21.47577217
8019	2030	17.98049392
8019	3600	9.383142641
8019	370	27.3894851
8019	4095	6.6355
8019	690	25.5171233
8020	0	35.8387
8020	1400	27.1716391
8020	4095	11.3854
8020	700	31.41381365
8022	0	-107.9532
8022	1025	-57.4633
8022	1281	-44.4423
8022	1537	-31.2567
8022	1793	-17.9065
8022	2049	-4.3916
8022	2305	9.2878
8022	2433	16.1440
8022	2561	23.0020
8022	257	-95.5406
8022	2817	37.1402
8022	3073	51.3127
8022	3329	65.6490
8022	3585	80.1486
8022	3841	94.8112
8022	4095	109.5196
8022	513	-83.0122
8022	769	-70.3199
8023	0	42.24
8023	1174	27
8023	1346	25
8023	156	40
8023	1606	22
8023	1784	20
8023	2054	17
8023	2234	15
8023	2684	10
8023	2948	7
8023	3205	4
8023	3457	1
8023	3698	-2
8023	3926	-5
8023	4069	-7
8023	4095	-7.4
8023	525	35
8023	760	32
8023	922	30
8024	0	0
8024	255	1
8025	0	0
8025	255	1
8026	0	-0.4045
8026	4095	11.3106
8027	0	-0.2
8027	4095	5.608
8028	0	0
8028	245	0
8028	4095	6.75
8029	0	0
8029	145	0
8029	4095	6.875
8030	0	-0.808
8030	4095	22.584
8031	0	-0.091
8031	4095	2.555
8032	0	-1.7594
8032	4095	42.5424
8033	0	-1.7321
8033	4095	48.4409
8035	0	-2
8035	205	0
8035	4095	37
8038	0	0
8038	31	31
8039	0	0
8039	65535	127.998
8040	32767	35.99954
8040	-32768	6
8042	0	0
8042	65535	1.3653125
8044	0	0
8044	65535	1.3653125
8045	0	0
8045	65535	1.3653125
8047	0	0
8047	65535	1.3653125
8076	0	-1.7594
8076	4095	42.5424
8077	0	-0.4003
8077	4095	11.1915
8078	0	-0.207
8078	4095	5.595
8082	0	-110.9532
8082	1025	-60.4633
8082	1281	-47.4423
8082	1537	-34.2567
8082	1793	-20.9065
8082	2049	-7.3916
8082	2305	6.2878
8082	2433	13.144
8082	2561	20.002
8082	257	-98.5406
8082	2817	34.1402
8082	3073	48.3127
8082	3329	62.649
8082	3585	77.1486
8082	3841	91.8112
8082	4095	106.5196
8082	513	-86.0122
8082	769	-73.3199
8101	0	42.4421
8101	1068	28.3525
8101	1246	26.2408
8101	1424	24.1693
8101	1602	22.1298
8101	1780	20.1148
8101	1958	18.1171
8101	2136	16.1298
8101	2314	14.1459
8101	2492	12.1584
8101	2670	10.1602
8101	2848	8.1434
8101	3026	6.1000
8101	3204	4.0208
8101	3382	1.8956
8101	356	37.3925
8101	3738	-2.5422
8101	4095	-7.3518
8101	692	32.9860
8101	890	30.5132
8102	0	42.4421
8102	1068	28.3525
8102	1246	26.2408
8102	1424	24.1693
8102	1602	22.1298
8102	1780	20.1148
8102	1958	18.1171
8102	2136	16.1298
8102	2314	14.1459
8102	2492	12.1584
8102	2670	10.1602
8102	2848	8.1434
8102	3026	6.1000
8102	3204	4.0208
8102	3382	1.8956
8102	356	37.3925
8102	3738	-2.5422
8102	4095	-7.3518
8102	692	32.9860
8102	890	30.5132
8103	0	42.2436
8103	1068	28.2325
8103	1246	26.1338
8103	1424	24.0753
8103	1602	22.0489
8103	1780	20.0472
8103	1958	18.0630
8103	2136	16.0893
8103	2314	14.1193
8103	2492	12.1460
8103	2670	10.1622
8103	2848	8.1604
8103	3026	6.1323
8103	3204	4.0690
8103	3382	1.9603
8103	356	37.2204
8103	3738	-2.4422
8103	4095	-7.2122
8103	692	32.8385
8103	890	30.3801
8104	0	29.6612
8104	1000	23.7471
8104	1150	22.8885
8104	1350	21.7523
8104	1550	20.6250
8104	1750	19.5050
8104	2000	18.1137
8104	2300	16.4536
8104	2800	13.6991
8104	3300	10.9437
8104	350	27.5479
8104	3700	8.7258
8104	4095	6.5124
8104	550	26.3629
8104	700	25.4837
8104	850	24.6120
8105	0	29.7146
8105	1000	23.7987
8105	1150	22.9399
8105	1350	21.8036
8105	1550	20.6760
8105	1750	19.5560
8105	2000	18.1645
8105	2300	16.5043
8105	2800	13.7499
8105	3300	10.9948
8105	350	27.6006
8105	3700	8.7773
8105	4095	6.5644
8105	550	26.4152
8105	700	25.5358
8105	850	24.6638
8106	0	29.6581
8106	1000	23.7498
8106	1150	22.8920
8106	1350	21.7569
8106	1550	20.6306
8106	1750	19.5117
8106	2000	18.1217
8106	2300	16.4631
8106	2800	13.7111
8106	3300	10.9583
8106	350	27.5469
8106	3700	8.7423
8106	4095	6.5308
8106	550	26.3631
8106	700	25.4847
8106	850	24.6139
8107	0	29.6712
8107	1000	23.7548
8107	1150	22.8959
8107	1350	21.7593
8107	1550	20.6315
8107	1750	19.5112
8107	2000	18.1194
8107	2300	16.4588
8107	2800	13.7034
8107	3300	10.9472
8107	350	27.5571
8107	3700	8.7285
8107	4095	6.5145
8107	550	26.3716
8107	700	25.4921
8107	850	24.6200
8108	0	29.6485
8108	1000	23.7444
8108	1150	22.8871
8108	1350	21.7529
8108	1550	20.6273
8108	1750	19.5092
8108	2000	18.1202
8108	2300	16.4627
8108	2800	13.7127
8108	3300	10.9617
8108	350	27.5388
8108	3700	8.7472
8108	4095	6.5372
8108	550	26.3558
8108	700	25.4781
8108	850	24.6078
8109	0	29.6584
8109	1000	23.7455
8109	1150	22.8870
8109	1350	21.7511
8109	1550	20.6239
8109	1750	19.5042
8109	2000	18.1132
8109	2300	16.4535
8109	2800	13.6997
8109	3300	10.9450
8109	350	27.5456
8109	3700	8.7276
8109	4095	6.5148
8109	550	26.3608
8109	700	25.4818
8109	850	24.6102
8116	0	29.6440
8116	1000	23.7326
8116	1150	22.8743
8116	1350	21.7386
8116	1550	20.6116
8116	1750	19.4921
8116	2000	18.1013
8116	2300	16.4417
8116	2800	13.6881
8116	3300	10.9335
8116	350	27.5317
8116	3700	8.7161
8116	4095	6.5033
8116	550	26.3473
8116	700	25.4685
8116	850	24.5971
8130	0	29.6440
8130	1000	23.7326
8130	1150	22.8743
8130	1350	21.7386
8130	1550	20.6116
8130	1750	19.4921
8130	2000	18.1013
8130	2300	16.4417
8130	2800	13.6881
8130	3300	10.9335
8130	350	27.5317
8130	3700	8.7161
8130	4095	6.5033
8130	550	26.3473
8130	700	25.4685
8130	850	24.5971
8132	0	29.6440
8132	1000	23.7326
8132	1150	22.8743
8132	1350	21.7386
8132	1550	20.6116
8132	1750	19.4921
8132	2000	18.1013
8132	2300	16.4417
8132	2800	13.6881
8132	3300	10.9335
8132	350	27.5317
8132	3700	8.7161
8132	4095	6.5033
8132	550	26.3473
8132	700	25.4685
8132	850	24.5971
8133	0	29.6440
8133	1000	23.7326
8133	1150	22.8743
8133	1350	21.7386
8133	1550	20.6116
8133	1750	19.4921
8133	2000	18.1013
8133	2300	16.4417
8133	2800	13.6881
8133	3300	10.9335
8133	350	27.5317
8133	3700	8.7161
8133	4095	6.5033
8133	550	26.3473
8133	700	25.4685
8133	850	24.5971
8138	0	29.6237
8138	1000	23.7118
8138	1150	22.8534
8138	1350	21.7177
8138	1550	20.5908
8138	1750	19.4713
8138	2000	18.0805
8138	2300	16.4210
8138	2800	13.6677
8138	3300	10.9134
8138	350	27.5112
8138	3700	8.6964
8138	4095	6.4840
8138	550	26.3266
8138	700	25.4477
8138	850	24.5763
8139	0	29.6434
8139	1000	23.7303
8139	1150	22.8718
8139	1350	21.7358
8139	1550	20.6086
8139	1750	19.4889
8139	2000	18.0979
8139	2300	16.4381
8139	2800	13.6842
8139	3300	10.9295
8139	350	27.5304
8139	3700	8.7121
8139	4095	6.4993
8139	550	26.3456
8139	700	25.4666
8139	850	24.5950
8140	0	29.6678
8140	1000	23.7436
8140	1150	22.8836
8140	1350	21.7457
8140	1550	20.6166
8140	1750	19.4951
8140	2000	18.1019
8140	2300	16.4396
8140	2800	13.6817
8140	3300	10.9233
8140	350	27.5507
8140	3700	8.7031
8140	4095	6.4877
8140	550	26.3637
8140	700	25.4830
8140	850	24.6098
8141	0	29.6541
8141	1000	23.7432
8141	1150	22.8851
8141	1350	21.7497
8141	1550	20.6231
8141	1750	19.5040
8141	2000	18.1138
8141	2300	16.4550
8141	2800	13.7030
8141	3300	10.9502
8141	350	27.5418
8141	3700	8.7345
8141	4095	6.5236
8141	550	26.3575
8141	700	25.4788
8141	850	24.6076
8146	0	35.8470
8146	1000	29.5790
8146	1150	28.6690
8146	1350	27.4640
8146	1550	26.2690
8146	1750	25.0820
8146	2000	23.6070
8146	2300	21.8450
8146	2800	18.9200
8146	3300	15.9900
8146	350	33.6070
8146	3700	13.6270
8146	4095	11.2640
8146	550	32.3510
8146	700	31.4190
8146	850	30.4950
8147	0	35.8470
8147	1000	29.5790
8147	1150	28.6690
8147	1350	27.4640
8147	1550	26.2690
8147	1750	25.0820
8147	2000	23.6070
8147	2300	21.8450
8147	2800	18.9200
8147	3300	15.9900
8147	350	33.6070
8147	3700	13.6270
8147	4095	11.2640
8147	550	32.3510
8147	700	31.4190
8147	850	30.4950
8148	0	35.8470
8148	1000	29.5790
8148	1150	28.6690
8148	1350	27.4640
8148	1550	26.2690
8148	1750	25.0820
8148	2000	23.6070
8148	2300	21.8450
8148	2800	18.9200
8148	3300	15.9900
8148	350	33.6070
8148	3700	13.6270
8148	4095	11.2640
8148	550	32.3510
8148	700	31.4190
8148	850	30.4950
8149	0	35.8470
8149	1000	29.5790
8149	1150	28.6690
8149	1350	27.4640
8149	1550	26.2690
8149	1750	25.0820
8149	2000	23.6070
8149	2300	21.8450
8149	2800	18.9200
8149	3300	15.9900
8149	350	33.6070
8149	3700	13.6270
8149	4095	11.2640
8149	550	32.3510
8149	700	31.4190
8149	850	30.4950
8202	0	0
8202	127	127
8203	0	0
8203	1023	1023
8206	0	250
8206	63	16000
8208	2047	41.6392
8208	-2048	-63.4928
8209	2047	1245.8158
8209	-2048	-1246.4244
8210	2047	1245.8158
8210	-2048	-1246.4244
8211	0	0
8211	4095	2047.5
8212	0	0.33
8212	63	21.33
8213	0	0.33
8213	31	10.66
8214	0	0.33
8214	63	21.33
8218	0	0
8218	15	5
8225	0	-0.478
8225	4095	3.3492
8230	32767	42.1239
8230	-32768	-64.0335
8231	32767	10018.0072
8231	-32768	-10017.3529
8232	32767	41.9736
8232	-32768	-63.9672
8233	32767	10127.8967
8233	-32768	-10127.0058
8234	0	0
8234	4095	2047.5
8235	32767	122.086
8235	-32768	-62.716
8236	32767	122.086
8236	-32768	-62.716
8237	32767	122.086
8237	-32768	-62.716
8238	32767	122.086
8238	-32768	-62.716
8239	32767	122.086
8239	-32768	-62.716
8240	32767	122.086
8240	-32768	-62.716
8242	32767	7.5262
8242	-32768	-7.5265
8254	32767	29.9992
8254	-32768	-30
8255	32767	32767
8255	-32768	-32768
8256	0	0
8256	65535	65535
8257	0	0
8257	255	255
8280	2047	41.6335
8280	-2048	-63.4932
8281	2047	1245.8917
8281	-2048	-1246.5003
8282	2047	1245.8917
8282	-2048	-1246.5003
8284	0	-0.515
8284	4095	3.3512
8401	0	-12.5
8401	1000	12.5
8401	500	0
8402	32767	2500
8402	-32768	-2500
8417	0	0
8417	4095	91.015
8418	0	0
8418	4095	149.963
8419	0	22
8419	4095	28.1425
8420	0	-5
8420	4095	4.828
8421	0	-6.25
8421	4095	6.035
8422	0	-18.5
8422	4095	18.355
8423	0	-87.5
8423	4095	87.766
8424	0	-1050
8424	4095	1049.5065
8426	0	20
8426	255	29.96
8427	0	0
8427	65535	2752.47
8428	0	0
8428	4095	1363.635
8429	0	160
8429	255	239.9986
8432	0	0
8432	4095	88.423
8433	0	600
8433	255	899.88
8434	0	0.2459
8434	4095	50.233
8435	0	0
8435	255	10.2
8436	0	-62.5
8436	4095	62.5
8437	0	-300
8437	4095	300
8438	0	0
8438	32767	50
8439	0	0
8439	65535	5000
8449	0	-1000
8449	4095	998.36
8450	0	-1000
8450	4095	998.36
8451	0	0
8451	32767	9.8304
8453	0	-13.158
8453	4095	13.136
8473	0	0
8473	65535	1023.984
8474	0	-102
8474	4095	102.084
8475	0	-107.87
8475	4095	107.936
8476	0	-240
8476	4095	239.934
8480	32767	10001.6
8480	-32768	-10000
8481	32767	2500
8481	-32768	-2500
8482	0	-18.75
8482	4095	18.7409
8485	0	-50
8485	1111	-10
8485	1386	0
8485	1661	10
8485	1934	20
8485	2071	25
8485	2207	30
8485	2344	35
8485	2480	40
8485	2616	45
8485	2752	50
8485	279	-40
8485	2887	55
8485	3022	60
8485	3291	70
8485	3560	80
8485	3829	90
8485	4095	100
8485	557	-30
8485	834	-20
8486	0	10.1
8486	4095	29.96075
8487	0	79.09
8487	4095	240.8425
8488	0	0
8488	4095	339.885
8489	0	0
8489	255	678.3
8490	0	-2.5
8490	4095	2.498
8492	0	-30
8492	4095	29.9508
8493	0	0
8493	4095	88.423
8494	0	-100.93
8494	4095	100.978
8495	0	-91
8495	4095	91.2275
8496	0	-88.7
8496	4095	89.023
8497	0	-88.131
8497	4095	88.773
8498	0	160
8498	255	239.9986
8500	0	-102
8500	4095	102.084
8501	0	-107.87
8501	4095	107.9365
8502	0	-100.93
8502	4095	100.978
8503	0	-240
8503	4095	239.934
8504	0	79.09
8504	4095	240.8425
8505	0	-27.38
8505	4095	27.4111
8506	0	1.54
8506	4095	51.527
8507	0	-6.25
8507	4095	6.035
8511	0	-50.7
8511	4095	99.263
8512	0	-50
8512	4095	99.963
8513	0	-50.54
8513	4095	99.423
8514	0	-50
8514	4095	99.963
8515	0	-49.93
8515	4095	100.033
8516	0	-50
8516	4095	99.963
8517	0	-49.9
8517	4095	100.063
8518	0	-50
8518	4095	99.963
8519	0	-50.09
8519	4095	99.873
8520	0	-50
8520	4095	99.963
8521	0	-50.35
8521	4095	99.613
8522	0	-50
8522	4095	99.963
8523	0	-50.97
8523	4095	98.993
8524	0	-50
8524	4095	99.963
8525	0	-49.5
8525	4095	100.463
8526	0	-48.17
8526	4095	101.793
8527	0	-50
8527	4095	99.96337993
